CID,CID number,Coding Scheme Designator,Code Value,Code Meaning,SNOMED-RT ID,SNOMED URL
CID 6089 Substances,6089,SCT,419442005,Ethyl alcohol,C-21047,http://snomed.info/id/419442005
CID 6089 Substances,6089,SCT,703842006,Amphetamine,R-FBDEA,http://snomed.info/id/703842006
CID 6089 Substances,6089,SCT,398705004,Marijuana,F-61D6F,http://snomed.info/id/398705004
CID 6089 Substances,6089,SCT,387085005,Cocaine,F-61C76,http://snomed.info/id/387085005
CID 6080 Gynecological Hormones,6080,DCM,111542,Unspecified gynecological hormone,,
CID 6080 Gynecological Hormones,6080,SCT,109029006,Raloxifene,C-A0005,http://snomed.info/id/109029006
CID 6080 Gynecological Hormones,6080,SCT,386910003,Anastrozole,F-61B21,http://snomed.info/id/386910003
CID 6089 Substances,6089,SCT,387341002,Heroin,F-61AC4,http://snomed.info/id/387341002
CID 6089 Substances,6089,SCT,15698006,Lysergic acid diethlyamide,C-63A10,http://snomed.info/id/15698006
CID 6089 Substances,6089,SCT,373780001,Mescaline,F-6169A,http://snomed.info/id/373780001
CID 6089 Substances,6089,SCT,9721008,Phencyclidine,C-6A180,http://snomed.info/id/9721008
CID 6089 Substances,6089,SCT,387286002,Methadone,F-61A95,http://snomed.info/id/387286002
CID 6089 Substances,6089,SCT,373529000,Morphine,F-618D7,http://snomed.info/id/373529000
CID 6089 Substances,6089,SCT,373337007,Methlyphenidate,F-618FE,http://snomed.info/id/373337007
CID 6089 Substances,6089,SCT,81911001,Chewing tobacco,C-F3310,http://snomed.info/id/81911001
CID 6089 Substances,6089,SCT,66562002,Cigarette smoking tobacco,C-F3302,http://snomed.info/id/66562002
CID 6089 Substances,6089,SCT,255641001,Caffeine,F-61117,http://snomed.info/id/255641001
CID 6070 Bloom-Richardson Histologic Grade,6070,SCT,54102005,Grade 1: well differentiated,G-F211,http://snomed.info/id/54102005
CID 6070 Bloom-Richardson Histologic Grade,6070,SCT,1663004,Grade 2: moderately differentiated,G-F212,http://snomed.info/id/1663004
CID 6070 Bloom-Richardson Histologic Grade,6070,SCT,61026006,Grade 3: poorly differentiated,G-F213,http://snomed.info/id/61026006
CID 6070 Bloom-Richardson Histologic Grade,6070,SCT,258245003,Grade 4: undifferentiated,R-41DC5,http://snomed.info/id/258245003
CID 6069 Nottingham Combined Histologic Grade,6069,SCT,384668003,Nottingham Combined Grade cannot be determined,F-02B9B,http://snomed.info/id/384668003
CID 6069 Nottingham Combined Histologic Grade,6069,SCT,369790002,Nottingham Combined Grade I: 3-5 points,G-F616,http://snomed.info/id/369790002
CID 6069 Nottingham Combined Histologic Grade,6069,SCT,369791003,Nottingham Combined Grade II: 6-7 points,G-F617,http://snomed.info/id/369791003
CID 6069 Nottingham Combined Histologic Grade,6069,SCT,369792005,Nottingham Combined Grade III: 8-9 points,G-F618,http://snomed.info/id/369792005
CID 6072 Breast Implant Findings,6072,DCM,111503,Normal implants,,
CID 6072 Breast Implant Findings,6072,DCM,111504,Asymmetric implants,,
CID 6072 Breast Implant Findings,6072,DCM,111505,Calcified implant,,
CID 6072 Breast Implant Findings,6072,DCM,111506,Distorted implant,,
CID 6072 Breast Implant Findings,6072,DCM,111507,Silicone-laden lymph nodes,,
CID 6072 Breast Implant Findings,6072,DCM,111508,Free silicone,,
CID 6072 Breast Implant Findings,6072,DCM,111509,Herniated implant,,
CID 6072 Breast Implant Findings,6072,SCT,237473006,Rupture of breast implant,DD-66544,http://snomed.info/id/237473006
CID 6072 Breast Implant Findings,6072,DCM,111510,Explantation,,
CID 6088 OB-GYN Maternal Risk Factors,6088,SCT,161445009,History of - diabetes mellitus,G-023F,http://snomed.info/id/161445009
CID 6081 Breast Cancer Risk Factors,6081,DCM,111550,Personal breast cancer history,,
CID 6081 Breast Cancer Risk Factors,6081,DCM,111551,History of endometrial cancer,,
CID 6081 Breast Cancer Risk Factors,6081,DCM,111552,History of ovarian cancer,,
CID 6081 Breast Cancer Risk Factors,6081,DCM,111553,History of high risk lesion on previous biopsy,,
CID 6088 OB-GYN Maternal Risk Factors,6088,SCT,161501007,History of - hypertension,G-0269,http://snomed.info/id/161501007
CID 6088 OB-GYN Maternal Risk Factors,6088,SCT,161453001,History of - obesity,G-0244,http://snomed.info/id/161453001
CID 6088 OB-GYN Maternal Risk Factors,6088,SCT,161656000,History of - regular medication,G-02D0,http://snomed.info/id/161656000
CID 6088 OB-GYN Maternal Risk Factors,6088,SCT,371422002,History of substance abuse,G-0338,http://snomed.info/id/371422002
CID 6088 OB-GYN Maternal Risk Factors,6088,SCT,266995000,History of - cardiovascular disease,G-0335,http://snomed.info/id/266995000
CID 6081 Breast Cancer Risk Factors,6081,DCM,111554,Post menopausal patient,,
CID 6081 Breast Cancer Risk Factors,6081,SCT,102877006,Nulliparous,F-84430,http://snomed.info/id/102877006
CID 6081 Breast Cancer Risk Factors,6081,DCM,111555,Late child bearing (after 30),,
CID 6081 Breast Cancer Risk Factors,6081,DCM,111556,BRCA1 breast cancer gene,,
CID 6081 Breast Cancer Risk Factors,6081,DCM,111557,BRCA2 breast cancer gene,,
CID 6081 Breast Cancer Risk Factors,6081,DCM,111558,BRCA3 breast cancer gene,,
CID 6081 Breast Cancer Risk Factors,6081,SCT,429740004,Family history of breast cancer,G-04C5,http://snomed.info/id/429740004
CID 6081 Breast Cancer Risk Factors,6081,DCM,111559,Weak family history of breast cancer,,
CID 6081 Breast Cancer Risk Factors,6081,DCM,111560,Intermediate family history of breast cancer,,
CID 6081 Breast Cancer Risk Factors,6081,DCM,111561,Very strong family history of breast cancer,,
CID 6081 Breast Cancer Risk Factors,6081,DCM,111562,Family history of prostate cancer,,
CID 6081 Breast Cancer Risk Factors,6081,DCM,111563,Family history unknown,,
CID 6088 OB-GYN Maternal Risk Factors,6088,DCM,111565,Uterine malformations,,
CID 6088 OB-GYN Maternal Risk Factors,6088,SCT,161763005,History of - ectopic pregnancy,G-0304,http://snomed.info/id/161763005
CID 6088 OB-GYN Maternal Risk Factors,6088,DCM,111566,Spontaneous Abortion,,
CID 6088 OB-GYN Maternal Risk Factors,6088,DCM,111567,Gynecologic condition,,
CID 6088 OB-GYN Maternal Risk Factors,6088,DCM,111568,Gynecologic surgery,,
CID 6088 OB-GYN Maternal Risk Factors,6088,SCT,161806007,History of - eclampsia,G-031E,http://snomed.info/id/161806007
CID 6088 OB-GYN Maternal Risk Factors,6088,SCT,161807003,History of - severe pre-eclampsia,G-031F,http://snomed.info/id/161807003
CID 6088 OB-GYN Maternal Risk Factors,6088,DCM,111569,Previous LBW or IUGR birth,,
CID 6088 OB-GYN Maternal Risk Factors,6088,DCM,111570,Previous fetal malformation/syndrome,,
CID 6081 Breast Cancer Risk Factors,6081,SCT,313376005,No family history of breast carcinoma,R-207AD,http://snomed.info/id/313376005
CID 6088 OB-GYN Maternal Risk Factors,6088,SCT,161765003,History of - premature delivery,G-0305,http://snomed.info/id/161765003
CID 6088 OB-GYN Maternal Risk Factors,6088,DCM,111571,Previous RH negative or blood dyscrasia at birth,,
CID 6088 OB-GYN Maternal Risk Factors,6088,SCT,161798008,History of infertility,G-0319,http://snomed.info/id/161798008
CID 6088 OB-GYN Maternal Risk Factors,6088,DCM,111572,History of multiple fetuses,,
CID 6088 OB-GYN Maternal Risk Factors,6088,SCT,16356006,Multiple pregnancy,D8-20100,http://snomed.info/id/16356006
CID 6088 OB-GYN Maternal Risk Factors,6088,DCM,111573,"Current pregnancy, known or suspected malformations/syndromes",,
CID 6088 OB-GYN Maternal Risk Factors,6088,DCM,111574,"Family history, fetal malformation/syndrome",,
CID 6068 Tumor Stages From AJCC,6068,DCM,111494,Stage 0,,
CID 6068 Tumor Stages From AJCC,6068,DCM,111495,Stage I,,
CID 6068 Tumor Stages From AJCC,6068,DCM,111496,Stage IIA,,
CID 6068 Tumor Stages From AJCC,6068,DCM,111497,Stage IIB,,
CID 6068 Tumor Stages From AJCC,6068,DCM,111498,Stage IIIA,,
CID 6068 Tumor Stages From AJCC,6068,DCM,111499,Stage IIIB,,
CID 6082 Gynecological Procedures,6082,SCT,386802000,Endometrial biopsy,P0-05CCA,http://snomed.info/id/386802000
CID 6082 Gynecological Procedures,6082,SCT,236886002,Hysterectomy,P1-8330D,http://snomed.info/id/236886002
CID 6082 Gynecological Procedures,6082,SCT,13091001,Dilation and curettage,P1-03151,http://snomed.info/id/13091001
CID 6068 Tumor Stages From AJCC,6068,DCM,111500,Stage IIIC,,
CID 6068 Tumor Stages From AJCC,6068,DCM,111501,Stage IV,,
CID 6067 Fluid Color,6067,SCT,371251000,White color,G-A12B,http://snomed.info/id/371251000
CID 6067 Fluid Color,6067,SCT,371244009,Yellow color,G-A11D,http://snomed.info/id/371244009
CID 6067 Fluid Color,6067,DCM,111450,Light brown color,,
CID 6067 Fluid Color,6067,SCT,371246006,Green color,G-A11E,http://snomed.info/id/371246006
CID 6067 Fluid Color,6067,SCT,371253002,Gray color,G-A12D,http://snomed.info/id/371253002
CID 6067 Fluid Color,6067,DCM,111451,Dark red color,,
CID 6067 Fluid Color,6067,DCM,111452,Dark brown color,,
CID 6067 Fluid Color,6067,SCT,263707001,Clear,R-4205B,http://snomed.info/id/263707001
CID 6067 Fluid Color,6067,SCT,371254008,Brown color,G-A12E,http://snomed.info/id/371254008
CID 6067 Fluid Color,6067,DCM,111453,Bright red color,,
CID 6067 Fluid Color,6067,DCM,111454,Blood tinged color,,
CID 6063 Interventional Procedure Results,6063,SCT,30807003,Benign,G-A249,http://snomed.info/id/30807003
CID 6063 Interventional Procedure Results,6063,SCT,258270003,High risk tumor,R-41DDC,http://snomed.info/id/258270003
CID 6063 Interventional Procedure Results,6063,SCT,21594007,Malignant,G-A425,http://snomed.info/id/21594007
CID 6063 Interventional Procedure Results,6063,SCT,281268007,Insufficient sample,M-09024,http://snomed.info/id/281268007
CID 6063 Interventional Procedure Results,6063,SCT,280416009,Indeterminate result,F-01E06,http://snomed.info/id/280416009
CID 6067 Fluid Color,6067,SCT,371252007,Black color,G-A12C,http://snomed.info/id/371252007
CID 6066 Target Confirmation,6066,DCM,111443,Target contained in the specimen,,
CID 6066 Target Confirmation,6066,DCM,111444,Target partially obtained in the specimen,,
CID 6066 Target Confirmation,6066,DCM,111445,Target not in the specimen,,
CID 6066 Target Confirmation,6066,DCM,111446,Calcifications seen in the core,,
CID 6066 Target Confirmation,6066,DCM,111447,Lesion completely removed,,
CID 6066 Target Confirmation,6066,DCM,111448,Lesion partially removed,,
CID 6066 Target Confirmation,6066,DCM,111449,Fluid obtained,,
CID 6064 Ultrasound Findings for Breast,6064,SCT,169254007,Ultrasound scan normal,F-01BF8,http://snomed.info/id/169254007
CID 6064 Ultrasound Findings for Breast,6064,SCT,399294002,Cyst of breast,D7-90035,http://snomed.info/id/399294002
CID 6064 Ultrasound Findings for Breast,6064,DCM,111460,Complex cyst,,
CID 6064 Ultrasound Findings for Breast,6064,DCM,111461,Intracystic lesion,,
CID 6064 Ultrasound Findings for Breast,6064,SCT,22049009,Mammary duct ectasia,D7-90370,http://snomed.info/id/22049009
CID 6064 Ultrasound Findings for Breast,6064,DCM,111462,Solid mass,,
CID 6064 Ultrasound Findings for Breast,6064,SCT,59441001,Lymph node,T-C4000,http://snomed.info/id/59441001
CID 6064 Ultrasound Findings for Breast,6064,SCT,76649007,Sebaceous cyst of skin of breast,D7-90382,http://snomed.info/id/76649007
CID 6064 Ultrasound Findings for Breast,6064,DCM,111129,Clustered microcysts,,
CID 6064 Ultrasound Findings for Breast,6064,DCM,111130,Complicated cyst,,
CID 6064 Ultrasound Findings for Breast,6064,SCT,19227008,Foreign body,M-30400,http://snomed.info/id/19227008
CID 6071 Histologic Grading Method,6071,DCM,111502,Bloom-Richardson Grade,,
CID 6071 Histologic Grading Method,6071,SCT,372276001,Nottingham Combined Grade,R-00288,http://snomed.info/id/372276001
CID 6065 Instrument Approach,6065,SCT,255561001,Medial,R-404D5,http://snomed.info/id/255561001
CID 6065 Instrument Approach,6065,SCT,49370004,Lateral,G-A104,http://snomed.info/id/49370004
CID 6058 Procedure Modifiers for Breast,6058,Include CID 6059 “Breast Implant Types”,,,,
CID 6058 Procedure Modifiers for Breast,6058,Include CID 6060 “Breast Biopsy Techniques”,,,,
CID 6058 Procedure Modifiers for Breast,6058,Include CID 6061 “Breast Imaging Procedure Modifiers”,,,,
CID 6058 Procedure Modifiers for Breast,6058,Include CID 12224 “Ultrasound Image Modes”,,,,
CID 6065 Instrument Approach,6065,SCT,264217000,Superior,R-42191,http://snomed.info/id/264217000
CID 6065 Instrument Approach,6065,SCT,261089000,Inferior,R-4094A,http://snomed.info/id/261089000
CID 6065 Instrument Approach,6065,DCM,111432,Inferolateral to superomedial,,
CID 6065 Instrument Approach,6065,DCM,111433,Inferomedial to superolateral,,
CID 6065 Instrument Approach,6065,DCM,111434,Superolateral to inferomedial,,
CID 6065 Instrument Approach,6065,DCM,111435,Superomedial to inferolateral,,
CID 6060 Breast Biopsy Techniques,6060,SCT,392021009,Lumpectomy,P1-030C4,http://snomed.info/id/392021009
CID 6060 Breast Biopsy Techniques,6060,UMLS,C0024881,Mastectomy,,
CID 6060 Breast Biopsy Techniques,6060,SCT,172049005,Quadrantectomy of breast,P1-4834A,http://snomed.info/id/172049005
CID 6060 Breast Biopsy Techniques,6060,SCT,64318009,"Diagnostic radiography, stereotactic localization",P5-00032,http://snomed.info/id/64318009
CID 6060 Breast Biopsy Techniques,6060,SCT,61593002,Ultrasonic guidance procedure,P5-B0700,http://snomed.info/id/61593002
CID 6060 Breast Biopsy Techniques,6060,SCT,71651007,Mammography,P5-40010,http://snomed.info/id/71651007
CID 6060 Breast Biopsy Techniques,6060,DCM,111487,Mammographic (crosshair),,
CID 6060 Breast Biopsy Techniques,6060,DCM,111488,Mammographic (grid),,
CID 6060 Breast Biopsy Techniques,6060,SCT,277592004,Magnetic resonance imaging guided biopsy,P1-03107,http://snomed.info/id/277592004
CID 6060 Breast Biopsy Techniques,6060,SCT,277591006,Computed tomography guided biopsy,P1-03106,http://snomed.info/id/277591006
CID 6061 Breast Imaging Procedure Modifiers,6061,SCT,360156006,Screening,R-42453,http://snomed.info/id/360156006
CID 6061 Breast Imaging Procedure Modifiers,6061,SCT,261004008,Diagnostic,R-408C3,http://snomed.info/id/261004008
CID 6061 Breast Imaging Procedure Modifiers,6061,DCM,111127,Targeted,,
CID 6061 Breast Imaging Procedure Modifiers,6061,DCM,111128,Survey,,
CID 6061 Breast Imaging Procedure Modifiers,6061,DCM,122505,Calibration,,
CID 6060 Breast Biopsy Techniques,6060,DCM,111489,Palpation guided,,
CID 6060 Breast Biopsy Techniques,6060,DCM,111490,Vacuum assisted,,
CID 6061 Breast Imaging Procedure Modifiers,6061,DCM,110002,Quality Control,,
CID 6061 Breast Imaging Procedure Modifiers,6061,DCM,111144,Needle localization and biopsy,,
CID 6061 Breast Imaging Procedure Modifiers,6061,DCM,111123,Marker placement,,
CID 6054 Breast Imaging Findings,6054,SCT,290084006,Breast normal,F-8A084,http://snomed.info/id/290084006
CID 6054 Breast Imaging Findings,6054,SCT,309587003,Calcification of breast,F-8A057,http://snomed.info/id/309587003
CID 6054 Breast Imaging Findings,6054,SCT,40388003,Implant,A-04010,http://snomed.info/id/40388003
CID 6054 Breast Imaging Findings,6054,Include CID 6016 “Mammography Composite Feature”,,,,
CID 6054 Breast Imaging Findings,6054,Include CID 6057 “Ductography Findings for Breast”,,,,
CID 6054 Breast Imaging Findings,6054,Include CID 6064 “Ultrasound Findings for Breast”,,,,
CID 6053 Breast Imaging Report Elements,6053,DCM,111423,Physical Examination Results,,
CID 6053 Breast Imaging Report Elements,6053,DCM,111424,Comparison to previous exams,,
CID 6053 Breast Imaging Report Elements,6053,DCM,121071,Finding,,
CID 6053 Breast Imaging Report Elements,6053,DCM,121073,Impression,,
CID 6053 Breast Imaging Report Elements,6053,DCM,121075,Recommendation,,
CID 6053 Breast Imaging Report Elements,6053,DCM,121077,Conclusion,,
CID 6053 Breast Imaging Report Elements,6053,SCT,129715009,Breast composition,F-01710,http://snomed.info/id/129715009
CID 6053 Breast Imaging Report Elements,6053,DCM,111413,Overall Assessment,,
CID 6053 Breast Imaging Report Elements,6053,DCM,121058,Procedure reported,,
CID 6053 Breast Imaging Report Elements,6053,LN,18785-6,Indications for Procedure,,
CID 6062 Interventional Procedure Complications,6062,SCT,110265006,Hemorrhage postprocedure,DD-66A67,http://snomed.info/id/110265006
CID 6062 Interventional Procedure Complications,6062,DCM,111491,Abnormal discharge,,
CID 6062 Interventional Procedure Complications,6062,SCT,213262007,Hematoma - postoperative,F-01FBA,http://snomed.info/id/213262007
CID 6062 Interventional Procedure Complications,6062,SCT,247472004,Weal,D0-00165,http://snomed.info/id/247472004
CID 6062 Interventional Procedure Complications,6062,SCT,408678008,Healthcare associated infection,DD-67703,http://snomed.info/id/408678008
CID 6062 Interventional Procedure Complications,6062,SCT,279047007,Persistent pain following procedure,F-A2632,http://snomed.info/id/279047007
CID 6062 Interventional Procedure Complications,6062,SCT,36118008,Pneumothorax,D2-80300,http://snomed.info/id/36118008
CID 6062 Interventional Procedure Complications,6062,SCT,271807003,Rash,D0-00058,http://snomed.info/id/271807003
CID 6062 Interventional Procedure Complications,6062,SCT,65124004,Swelling,M-02570,http://snomed.info/id/65124004
CID 6062 Interventional Procedure Complications,6062,SCT,398665005,Vasovagal syncope,F-A558A,http://snomed.info/id/398665005
CID 6062 Interventional Procedure Complications,6062,DCM,111492,No complications,,
CID 6057 Ductography Findings for Breast,6057,DCM,111287,Normal breast tissue,,
CID 6057 Ductography Findings for Breast,6057,DCM,111425,Intraluminal filling defect,,
CID 6057 Ductography Findings for Breast,6057,SCT,22049009,Mammary duct ectasia,D7-90370,http://snomed.info/id/22049009
CID 6056 Associated Findings for Breast,6056,SCT,302924003,Breast hematoma,D7-9002A,http://snomed.info/id/302924003
CID 6056 Associated Findings for Breast,6056,SCT,63130001,Surgical scar,M-78280,http://snomed.info/id/63130001
CID 6056 Associated Findings for Breast,6056,SCT,31845005,Nipple retraction,D7-90554,http://snomed.info/id/31845005
CID 6056 Associated Findings for Breast,6056,Include CID 6015 “Single Image Finding from BI-RADS®”,,,,
CID 6057 Ductography Findings for Breast,6057,DCM,111426,Multiple filling defect,,
CID 6057 Ductography Findings for Breast,6057,DCM,111427,Abrupt duct termination,,
CID 6057 Ductography Findings for Breast,6057,DCM,111428,Extravasation,,
CID 6057 Ductography Findings for Breast,6057,DCM,111429,Duct narrowing,,
CID 6057 Ductography Findings for Breast,6057,DCM,111430,Cyst fill,,
