SCT,SRT,SNOMED Fully Specified Name
164854000,F-000B7,Electrocardiogram normal (finding)
164929001,F-000C3,Electrocardiogram: ST interval normal (finding)
164931005,F-03204,ST elevation (observable entity)
165076002,F-000FF,Cardiac function test abnormal (finding)
165079009,P0-006E4,Exercise tolerance test (procedure)
165082004,F-00101,Exercise tolerance test normal (finding)
165084003,F-00103,Exercise tolerance test abnormal (finding)
165816005,F-0331B,Human immunodeficiency virus positive (finding)
167364008,T-C4254,Structure of median retropharyngeal lymph node (body structure)
167464007,T-C4255,Structure of lateral retropharyngeal lymph node (body structure)
167664004,T-C4263,Structure of delphian lymph node (body structure)
167864002,T-C4018,Structure of deep lateral cervical lymph node (body structure)
167965000,T-C421E,Structure of superficial lateral cervical lymph node (body structure)
168159002,T-C4238,Structure of lateral jugular lymph node (body structure)
168360002,T-C4019,Structure of deep anterior cervical lymph node (body structure)
168460001,T-C4244,Structure of pretracheal lymph node (body structure)
168557005,T-C401A,Structure of superficial anterior cervical lymph node (body structure)
169167001,P5-D0061,Radionuclide lymphogram (procedure)
169254007,F-01BF8,Ultrasound scan normal (finding)
169413002,P0-007AC,Hormone therapy (procedure)
170745003,F-02F14,Diabetic on diet only (finding)
170746002,F-02F15,Diabetic on oral treatment (finding)
170747006,F-02F16,Diabetic on insulin (finding)
170887008,T-D161E,Submental triangle structure (body structure)
171224000,F-03C97,Risk factors present at heart disease screening (observable entity)
172049005,P1-4834A,Quadrantectomy of breast (procedure)
174822005,P1-31003,Atrial inversion operation using atrial wall (procedure)
174826008,P1-31919,Arterial switch operation (procedure)
174830006,P0-0530F,Repair of total anomalous pulmonary venous connection (procedure)
174836000,P1-31037,Repair of defect of the atrioventricular septum (procedure)
174900004,P1-38803,Repair of partial anomalous pulmonary venous connection (procedure)
180640008,G-D13E,Approach via tracheostomy (qualifier value)
180933005,T-A1604,Fifth ventricle (body structure)
181131000,T-04009,Entire breast (body structure)
181347005,T-47402,Common femoral artery (body structure)
181349008,T-47403,Superficial femoral artery (body structure)
181351007,T-4704C,Tibial artery (body structure)
181469002,T-00009,Entire skin (body structure)
181491009,T-02408,Skin structure of anterior trunk (body structure)
181536004,T-D077A,Skin of posterior surface of elbow (body structure)
181553006,T-0282E,Skin of anterior surface of knee (body structure)
181563003,T-02848,Skin of medial aspect of ankle (body structure)
181564009,T-02849,Skin of lateral aspect of ankle (body structure)
181768009,T-D03C2,Lymphatic tissue (body structure)
181900008,T-116EE,Superior articular facet of axis (body structure)
181901007,T-116EF,Inferior articular facet of axis (body structure)
182329002,T-D03C9,Anterior triangle of neck (body structure)
182744004,P2-77110,Extracorporeal circulation procedure (procedure)
182833002,F-04460,Medication given (situation)
183973000,T-D002F,Body surface point (body structure)
193570009,DA-73402,Cataract (disorder)
194828000,D3-13012,Angina (disorder)
194842008,D3-13001,Single coronary vessel disease (disorder)
194843003,D3-13013,Double coronary vessel disease (disorder)
194983005,D3-29025,"Aortic incompetence, non-rheumatic (disorder)"
194996006,T-48403,Structure of anterior cardiac vein (body structure)
195020003,D3-20003,Hypertrophic cardiomyopathy without obstruction (disorder)
195042002,R-F81AE,Second degree atrioventricular block (disorder)
195060002,D3-31351,Ventricular pre-excitation (disorder)
195073003,T-48405,Structure of smallest cardiac vein (body structure)
195164009,T-48406,Structure of atrial vein (body structure)
195295006,D3-80505,Raynaud's disease (disorder)
195328002,T-48404,Structure of ventricular vein (body structure)
195416006,T-484A4,Structure of posterior vein of left ventricle (body structure)
195496005,T-48407,Structure of atrioventricular vein (body structure)
195675009,F-30004,Cardiac akinesia (finding)
195879000,T-14001,Structure of abdominal wall muscle (body structure)
195967001,D2-00036,Asthma (disorder)
196446004,T-C4307,Structure of prevertebral lymph node (body structure)
196516004,T-C437C,Structure of prepericardial lymph node (body structure)
196587000,T-C4306,Structure of lateral pericardial lymph node (body structure)
196662004,T-C4308,Structure of intrapulmonary lymph node (body structure)
196751009,T-C4309,Structure of diaphragmatic lymph node (body structure)
196821008,T-C4305,Structure of innominate lymph node (body structure)
204317008,D4-31012,Patent foramen ovale (disorder)
206034008,T-4630D,Structure of esophageal artery (body structure)
213262007,F-01FBA,Postoperative hematoma formation (disorder)
218728005,D3-83001,Interrupted aortic arch (disorder)
223366009,J-00552,Healthcare professional (occupation)
224944003,R-40333,Paternal (qualifier value)
225728007,R-300E3,Accident and Emergency department (environment)
225761000,R-40B16,As required (qualifier value)
225908003,F-009EA,Pain score (observable entity)
228366006,F-931D4,Finding relating to drug misuse behavior (finding)
228736002,A-010FB,Surface bolus (physical object)
228739009,A-010FE,Shielding block (physical object)
228745001,A-01105,Bite block (physical object)
228748004,A-040ED,Brachytherapy implant (physical object)
228761004,A-0110F,Collimator (physical object)
228790005,R-429DF,Irradiated volume (observable entity)
228791009,R-429E0,Gross tumor volume (observable entity)
228792002,R-429EB,Clinical target volume (observable entity)
228793007,R-429EC,Planning target volume (observable entity)
229033006,P5-D0072,Radioisotope scan of total body (procedure)
230690007,D3-8900D,Cerebrovascular accident (disorder)
231249005,P1-C0208,Local anesthetic intrathecal block (procedure)
232077005,DA-7930D,Empty vitreous (disorder)
232717009,P1-3301A,Coronary artery bypass grafting (procedure)
233022006,P1-31028,Construction of conduit - right atrium to pulmonary trunk (procedure)
233134001,P1-31088,Damus-Stansel-Kaye operation (procedure)
233139006,P1-31089,Norwood type operation (procedure)
233159005,P1-31C03,Ablation operation for arrhythmia (procedure)
233170003,P1-3157D,Implantation of automatic cardiac defibrillator (procedure)
233199008,P0-057E8,Closure of ductus arteriosus with clip (procedure)
233224003,P1-36956,Central aortopulmonary shunt operation (procedure)
233230003,P1-3696A,Hemi-Fontan operation (procedure)
233817007,D3-1301F,Triple vessel disease of the heart (disorder)
233819005,D3-13020,Stable angina (disorder)
233823002,D3-13021,Silent myocardial ischemia (disorder)
233981004,D3-80027,Arterial aneurysm (disorder)
233982006,D3-80002,Cirsoid aneurysm (disorder)
234021009,D3-80033,Cystic adventitial disease (disorder)
234171009,D3-04006,Drug-induced hypotension (disorder)
236423003,D7-11007,Renal impairment (disorder)
236886002,P1-8330D,Hysterectomy (procedure)
237380007,P1-48011,Pre-biopsy localization of breast lesion (procedure)
237473006,DD-66544,Rupture of breast implant (disorder)
237897009,D6-34737,Vascular calcification (disorder)
238108007,F-029F7,Cachexia (finding)
238810007,D0-30017,Flushing (disorder)
239503002,P1-189C2,Resurfacing of the patella (procedure)
240946003,P0-05AFA,Percutaneous removal of endovascular foreign body (procedure)
240977001,P1-031C8,Biopsy of skin (procedure)
241213007,P5-30031,Cardiac shunt study (procedure)
241439007,P5-0A006,Positron emission tomography heart study (procedure)
241443006,P5-0A00A,Positron emission tomography study for localization of tumor (procedure)
241466007,P5-B001D,Intravascular ultrasound scan (procedure)
241539009,P5-0801C,Computed tomography of breast (procedure)
241547009,P5-08025,Computed tomography of heart (procedure)
241553009,P5-0802B,Computed tomography of abdominal aorta (procedure)
241615005,P5-0900D,Magnetic resonance imaging of breast (procedure)
241620005,P5-09011,Magnetic resonance imaging of heart (procedure)
241663008,P5-0903A,Magnetic resonance imaging of vessels (procedure)
241687005,P1-C0012,Induction of general anesthesia (procedure)
241695009,P1-C001A,Maintenance of general anesthesia (procedure)
243147009,P2-2290D,Controlled ventilation (procedure)
243154003,P2-22914,High frequency jet ventilation (procedure)
243156001,P2-22916,Continuous flow ventilation (procedure)
243776001,PA-2011E,Blood sampling from extracorporeal blood circuit (procedure)
243898001,T-D0059,Anatomical reference plane (body structure)
243902007,T-D005D,Level of C2/C3 intervertebral disc (body structure)
243903002,T-D005E,Level of C3/C4 intervertebral disc (body structure)
243904008,T-D005F,Level of C4/C5 intervertebral disc (body structure)
243905009,T-D007C,Level of C5/C6 intervertebral disc (body structure)
243906005,T-D007D,Level of C6/C7 intervertebral disc (body structure)
243908006,T-D007F,Level of T1/T2 intervertebral disc (body structure)
243909003,T-D008B,Level of T2/T3 intervertebral disc (body structure)
243910008,T-D008C,Level of T3/T4 intervertebral disc (body structure)
243911007,T-D008D,Level of T4/T5 intervertebral disc (body structure)
243912000,T-D008E,Level of T5/T6 intervertebral disc (body structure)
243913005,T-D008F,Level of T6/T7 intervertebral disc (body structure)
243914004,T-D0091,Level of T7/T8 intervertebral disc (body structure)
243915003,T-D0092,Level of T8/T9 intervertebral disc (body structure)
243916002,T-D0093,Level of T9/T10 intervertebral disc (body structure)
243917006,T-D0094,Level of T10/T11 intervertebral disc (body structure)
243918001,T-D0095,Level of T11/T12 intervertebral disc (body structure)
243920003,T-D0097,Level of L1/L2 intervertebral disc (body structure)
243921004,T-D0098,Level of L2/L3 intervertebral disc (body structure)
243922006,T-D0099,Level of L3/L4 intervertebral disc (body structure)
243923001,T-D009A,Level of L4/L5 intervertebral disc (body structure)
243925008,T-D009C,Level of C7/T1 intervertebral disc (body structure)
243926009,T-D009D,Level of T12/L1 intervertebral disc (body structure)
243927000,T-D009E,Level of L5/S1 intervertebral disc (body structure)
243977002,T-D4434,Rutherford Morrison's pouch (body structure)
244089006,T-0214D,Skin of side of nose (body structure)
244097004,T-0215D,Skin of jawline (body structure)
244106003,T-02425,Skin of anterior surface of thorax (body structure)
244107007,T-02426,Sternal skin (body structure)
244111001,T-0242A,Skin of posterior surface of thorax (body structure)
244117002,T-02536,Skin of root of penis (body structure)
244118007,T-02537,Skin of shaft of penis (body structure)
244169007,T-D0315,Skin of fingers and thumb (body structure)
244251006,T-43002,Septal artery (body structure)
244252004,T-43003,Intermediate artery (body structure)
244411005,T-4940E,Iliac vein structure (body structure)
244415001,T-4941A,Saphenopopliteal junction (body structure)
244453006,T-A800B,Optic chiasma (body structure)
245321008,T-C4235,Upper jugular lymph node (body structure)
245322001,T-C4236,Middle jugular lymph node (body structure)
245323006,T-C4237,Lower jugular lymph node (body structure)
245324000,T-C4216,Posterior triangle cervical lymph node (body structure)
245328002,T-C4217,Postauricular lymph node (body structure)
245341003,T-C4379,Tracheobronchial lymph node (body structure)
245344006,T-C4411,Perigastric lymph node (body structure)
245346008,T-C447A,Peripancreatic lymph node (body structure)
245544005,P1-31018,"Implantation of baffle, atrial or interatrial (procedure)"
245616001,T-54641,Entire deciduous maxillary right first molar tooth (body structure)
245619008,T-54621,Entire deciduous maxillary right lateral incisor tooth (body structure)
245620002,T-54611,Entire deciduous maxillary right central incisor tooth (body structure)
245631005,T-54741,Entire deciduous mandibular right first molar tooth (body structure)
245639007,T-54781,Entire deciduous mandibular left canine tooth (body structure)
245814000,T-5493D,Mucosa of maxillary gingiva (body structure)
245823002,T-5494D,Mucosa of mandibular gingiva (body structure)
245831007,T-53012,Mucosa of tip of tongue (body structure)
246090004,G-C189,Associated finding (attribute)
246092007,G-A60B,Cardiac cycle phase (attribute)
246101005,G-0180,Reason for stopping test (attribute)
246112005,G-C197,Severity (attribute)
246205007,G-C1C6,Quantity (attribute)
246206008,F-02A3B,Number of lesions (observable entity)
246244004,G-D775,Type of stenosis (attribute)
246262008,G-C1E3,Score (attribute)
246345001,G-C1F9,Graft material (attribute)
246432004,R-42009,Number of occurrences (qualifier value)
246464006,R-42019,Function (observable entity)
246489000,G-C11C,Pharmacological stress used (attribute)
247094004,F-035F3,Gas in vitreous cavity (finding)
247095003,F-035FD,Oil in vitreous cavity (finding)
247441003,F-4410C,Erythema (finding)
247472004,D0-00165,Weal (disorder)
248243004,F-03D1D,Exercise tolerance (observable entity)
248300009,F-03D38,Body fat observable (observable entity)
248366000,F-03D8C,Chest circumference (observable entity)
248523006,F-54005,Rectal mass (finding)
248536006,F-03E55,Finding of functional performance and activity (finding)
248584002,F-21334,Catching breath (finding)
248585001,F-21303,Irregular breathing (finding)
248808008,F-009E4,Breast size (observable entity)
248983002,R-20658,Obstetric history (observable entity)
249192005,F-00AA0,Number of umbilical arteries (observable entity)
249708006,T-C4582,Structure of renal hilar lymph node (body structure)
250431005,F-00E6D,Color of fluid (observable entity)
250767002,F-0212C,Pulmonary artery pressure (observable entity)
250881009,F-021FF,Equipment temperature (observable entity)
250907009,F-02220,Left ventricular function (observable entity)
250909007,F-02225,Left ventricular wall motion (observable entity)
250924003,F-02236,Left ventricular size (observable entity)
250929008,F-0224E,Left ventricular cavity size (observable entity)
250949004,F-0227A,Right ventricular wall motion (observable entity)
250964004,F-022A1,Right ventricular cavity size (observable entity)
251011009,F-0231F,Aortic valve area (observable entity)
251012002,F-02320,Mitral valve area (observable entity)
251013007,F-02321,Pulmonary valve area (observable entity)
251014001,F-02322,Tricuspid valve area (observable entity)
251050008,F-0238B,Pulmonary to systemic flow ratio (observable entity)
251053005,F-0238D,Myocardial perfusion (observable entity)
251055003,F-3014D,Reversible myocardial perfusion defect (finding)
251056002,F-3014E,Partially reversible myocardial perfusion defect (finding)
251057006,F-3014F,Fixed myocardial perfusion defect (finding)
251081004,F-023F7,Cardiovascular pressure gradient (observable entity)
251120003,D3-33122,Incomplete left bundle branch block (disorder)
251124007,D3-33112,Incomplete right bundle branch block (disorder)
251135002,F-38056,Borderline normal electrocardiogram (finding)
251159007,D3-31704,"Ventricular tachycardia, polymorphic (disorder)"
251271006,F-02692,Vascular resistance (observable entity)
251786004,F-02FA4,Extrafoveal ocular fixation (finding)
251795007,F-02FB4,Power of sphere (observable entity)
251797004,F-A2143,Power of cylinder (observable entity)
251799001,F-02FB7,Axis of cylinder (observable entity)
252064005,F-0319E,Arterial velocity (observable entity)
252068008,F-031A2,"Pulsatility index, arterial velocity waveform (observable entity)"
252129004,F-031F7,Test duration (observable entity)
252130009,F-031F8,Total exercise time (observable entity)
252131008,F-031F9,Time from start of test (observable entity)
252418006,P5-B3004,Transthoracic echocardiography (procedure)
252420009,P5-B3005,Intravascular echocardiography (procedure)
252421008,P5-B3006,Intracavitary echocardiography (procedure)
252426003,P5-3003A,Cardiac ventriculography (procedure)
252427007,P5-30107,Coronary bypass graft angiography (procedure)
252432008,P5-D3008,Radionuclide myocardial perfusion study (procedure)
252680004,P5-D0063,Radionuclide study for localization of tumor or inflammatory disease (procedure)
253001006,D0-F00E0,Merkel cell carcinoma (disorder)
253276007,D4-31005,Cor triloculare biventriculare (disorder)
253551005,D4-31166,Restrictive ventricular septal defect (disorder)
253590009,D3-29082,Pulmonary atresia with intact ventricular septum (disorder)
253591008,D4-31611,Pulmonary atresia with ventricular septal defect (disorder)
253639004,D3-4020B,Intrapulmonary arteriovenous fistula (disorder)
253678000,D4-32030,Thoracic aortic coarctation (disorder)
253728007,D4-3252B,Right dominant coronary system (disorder)
253729004,D4-3252C,Left dominant coronary system (disorder)
253730009,D4-3252D,Balanced coronary system (disorder)
254582000,D5-F1404,Adenocarcinoma of rectum (disorder)
254626006,D2-F1105,Adenocarcinoma of lung (disorder)
254634000,D2-F110E,Squamous cell carcinoma of lung (disorder)
254637007,D2-F1007,Non-small cell lung cancer (disorder)
254651007,D0-F0005,Squamous cell carcinoma of skin (disorder)
254819008,D0-F1017,Atypical mole syndrome (disorder)
254900004,D7-F0465,Carcinoma of prostate (disorder)
255029007,DB-F0107,Papillary thyroid carcinoma (disorder)
255046005,DF-004BC,Neuroendocrine tumor (disorder)
255072001,D5-20002,Malignant tumor of salivary gland (disorder)
